"accepted_taxa","original_taxa_BIEN","Flower.color_BIEN","Leaf.area_mm2_BIEN","SLA_m2.kg-1_BIEN","Leaf.carbon.to.nitrogen.content_mg.g-1_BIEN","Leaf.dry.mass_g_BIEN","Leaf.dry.mass.content_mg.g-1_BIEN","Leaf.nitrogen.content_mg.g-1_BIEN","Flowering_begin.month_BIEN","Seed.mass_mg_BIEN","Growth.form_BIEN","Plant.height_m_BIEN"
"Erysimum cheiranthoides","Erysimum cheiranthoides","",1216.66666666667,23.688932172,NA,0.0371308813333333,214.95,NA,"4_5_6",0.219,"Herb",0.328125
"Erysimum cheiri","Erysimum cheiri","",411,11.6,NA,0.035445054,186,NA,"4",1.43,"Herb",0.303125
"Erysimum incanum subsp. aurigeranum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Erysimum repandum","Erysimum repandum","",NA,NA,NA,NA,NA,NA,"5",NA,"Herb",0.15
"Erythranthe moschata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eschscholzia californica","Eschscholzia californica","Orange",NA,NA,NA,NA,NA,NA,"6",1.42742366666667,"Herb",0.3875
"Euonymus europaeus","Euonymus europaeus","",1103.625,11.9097622955523,NA,NA,243.5,24,"5",34.3068753846154,"Shrub_tree",3.36315789473684
"Eupatorium cannabinum","Eupatorium cannabinum","",6438.5,31.0607692307692,NA,0.284174703,202,NA,"7",0.325,"Herb",1
"Euphorbia","Euphorbia amygdaloides_Euphorbia chamaesyce_Euphorbia characias_Euphorbia cyparissias_Euphorbia esula_Euphorbia exigua_Euphorbia falcata_Euphorbia flavicoma_Euphorbia helioscopia_Euphorbia humifusa_Euphorbia lathyris_Euphorbia maculata_Euphorbia nicaeensis_Euphorbia peplus_Euphorbia platyphyllos_Euphorbia prostrata_Euphorbia segetalis_Euphorbia serrata_Euphorbia stricta_Euphorbia terracina_Euphorbia verrucosa","",391.374387808333,35.8192258650196,9.7385,0.0149323795942096,222.050311197917,22.644445,"2_4_4_5_5_6_6_7",3.47514583333333,"Grass_herb_Herb_Herb_shrub_succulent_tree*_Shrub",0.267099358974359
"Euphorbia amygdaloides","Euphorbia amygdaloides","",312.75,24.212,NA,0.017536,282.904,NA,"2_4",2.25,"Herb",0.356666666666667
"Euphorbia chamaesyce","Euphorbia chamaesyce","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Euphorbia characias","Euphorbia characias","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Euphorbia cyparissias","Euphorbia cyparissias","",NA,26.278,NA,NA,NA,NA,"4",1.91,"Herb",0.184375
"Euphorbia esula","Euphorbia esula","",120.495102466667,92.5235919835294,NA,0.0047509288125,280.70715625,22.644445,"5_6",3.5,"Grass_herb",0.54375
"Euphorbia exigua","Euphorbia exigua","",28,26.1,NA,0.001073333,213,NA,"6",0.33,"Herb",0.126875
"Euphorbia falcata","Euphorbia falcata","",NA,NA,NA,NA,NA,NA,"6",3.6,"Herb",0.25
"Euphorbia flavicoma","Euphorbia flavicoma","",NA,NA,NA,NA,NA,NA,"",1.18,"Herb",NA
"Euphorbia helioscopia","Euphorbia helioscopia","",457,33.8333333333333,11.385,0.012875059,196.666666666667,NA,"6",2.47,"Herb",0.2125
"Euphorbia humifusa","Euphorbia humifusa","",NA,17.544,8.092,NA,NA,NA,"6",NA,"Herb",0.085
"Euphorbia lathyris","Euphorbia lathyris","",1883,25.1033333333333,NA,0.0756623529411765,175.156666666667,NA,"6",20.531,"Herb_shrub_succulent_tree*",0.6
"Euphorbia maculata","Euphorbia maculata","",NA,NA,NA,NA,NA,NA,"",0.3075,"Herb",0.1
"Euphorbia nicaeensis","Euphorbia nicaeensis","",NA,NA,NA,NA,NA,NA,"",2.88,"Shrub",NA
"Euphorbia peplis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia peplus","Euphorbia peplus","",79,37.75,NA,0.001765363,177,NA,"7",0.703833333333333,"Herb",0.175
"Euphorbia platyphyllos","Euphorbia platyphyllos","",NA,NA,NA,NA,NA,NA,"7",2.45,"Herb",0.375
"Euphorbia prostrata","Euphorbia prostrata","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Euphorbia saratoi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia segetalis","Euphorbia segetalis","",38.5,26.014,NA,0.001676,201.478,NA,"6",2.5,"Herb",0.135
"Euphorbia serrata","Euphorbia serrata","",NA,NA,NA,NA,NA,NA,"",7.6,"Herb",NA
"Euphorbia stricta","Euphorbia stricta","",212.25,48.834,NA,0.00412,249.49,NA,"6",0.79,"Herb",0.328125
"Euphorbia sulcata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia taurinensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euphorbia terracina","Euphorbia terracina","",NA,NA,NA,NA,NA,NA,"",2.6,"Herb",NA
"Euphorbia verrucosa","Euphorbia verrucosa","",NA,NA,NA,NA,NA,NA,"5",NA,"",NA
"Euphrasia","Euphrasia nemorosa_Euphrasia officinalis","",42,24.0644545454545,NA,0.002446054,260.245,NA,"5",0.15625,"Forb_herb_Herb",0.245
"Euphrasia nemorosa","Euphrasia nemorosa","",44,27.278,NA,0.001784,273.49,NA,"5",0.1825,"Herb",0.35
"Euphrasia officinalis","Euphrasia officinalis","",40,20.8509090909091,NA,0.003108108,247,NA,"5",0.13,"Forb_herb",0.14
"Fabaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fagopyrum esculentum","Fagopyrum esculentum","White",NA,NA,NA,NA,NA,NA,"7",26.7233333333333,"Herb",0.375
"Fagopyrum tataricum","Fagopyrum tataricum","White",NA,NA,NA,NA,NA,NA,"7",19.35,"Herb",0.5
"Fagus","Fagus sylvatica","",2027.68,15.1312086914368,16.584,NA,309.25,22.5333333333333,"4",246.218081555556,"Herb_tree_tree*",23.9347058823529
"Fagus sylvatica","Fagus sylvatica","",2027.68,15.1312086914368,16.584,NA,309.25,22.5333333333333,"4",246.218081555556,"Herb_tree_tree*",23.9347058823529
"Falcaria vulgaris","Falcaria vulgaris","",6503.125,12.585,NA,0.6015495,185.9135,NA,"7",0.7,"Herb",0.425
"Fallopia","Fallopia baldschuanica_Fallopia convolvulus_Fallopia dumetorum","",1066.57166666667,26.7754166666667,NA,0.0626428936666667,213.81125,NA,"7",3.24433333333333,"Climber_Herb_Vine",2.01527777777778
"Fallopia baldschuanica","Fallopia baldschuanica","",NA,NA,NA,NA,NA,NA,"7",NA,"Vine",3.5
"Fallopia convolvulus","Fallopia convolvulus","",602.666666666667,23.875,NA,0.0442627873333333,200,NA,"7",3.42,"Climber",0.695833333333333
"Fallopia dumetorum","Fallopia dumetorum","",1530.47666666667,29.6758333333333,NA,0.081023,227.6225,NA,"7",3.06866666666667,"Herb",1.85
"Fatsia japonica","Fatsia japonica","",NA,NA,NA,NA,NA,NA,"",7.1,"Shrub",NA
"Festuca","Festuca amethystina_Festuca cinerea_Festuca lemanii_Festuca ovina_Festuca rubra_Festuca rupicola_Festuca valesiaca","Yellow",655.468996036765,13.2605940496665,23.7919175,0.00963149965,295.436014964286,19.30523571875,"5_6",0.674502225918226,"Grass_herb_Herb",0.251079054054054
"Festuca amethystina","Festuca amethystina","",NA,NA,NA,NA,NA,NA,"6",NA,"Herb",0.425
"Festuca cinerea","Festuca cinerea","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Festuca lemanii","Festuca lemanii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Festuca ovina","Festuca ovina","Yellow",25.897,15.1120689655172,NA,0.00224224,314.970714285714,10.4,"5",0.491188461538462,"Grass_herb",0.180625
"Festuca rubra","Festuca rubra","Yellow",1285.04099207353,11.4091191338158,23.7919175,0.0170207593,275.901315642857,28.2104714375,"6",0.952318216216216,"Grass_herb",0.17227027027027
"Festuca rupicola","Festuca rupicola","",NA,NA,NA,NA,NA,NA,"5",0.58,"Herb",0.325
"Festuca valesiaca","Festuca valesiaca","",NA,NA,NA,NA,NA,NA,"6",NA,"Grass_herb",0.1525
"Ficaria ambigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficaria grandiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ficaria verna","Ficaria verna","",NA,NA,NA,NA,NA,NA,"",NA,"Forb_herb",NA
"Ficus carica","Ficus carica","",18787,18.8266666666667,NA,NA,NA,32.5,"10",NA,"Shrub_tree",NA
"Filago","Filago arvensis_Filago lutescens_Filago pyramidata","",18.4727272727273,29.7171578947368,NA,0.004866,255.4285,NA,"7",0.035,"Herb",0.131705882352941
"Filago arvensis","Filago arvensis","",NA,NA,NA,NA,NA,NA,"7",NA,"Herb",NA
"Filago eriocephala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filago germanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Filago lutescens","Filago lutescens","",NA,17.74,NA,0.008848,232.146,NA,"7",0.02,"",0.175
"Filago pyramidata","Filago pyramidata","",18.4727272727273,41.6943157894737,NA,0.000884,278.711,NA,"7",0.05,"Herb",0.0884117647058824
"Filipendula ulmaria","Filipendula ulmaria","",10234.5,22.6656623494118,NA,0.4705,391,NA,"6",0.576,"Forb_herb",0.858333333333333
"Filipendula vulgaris","Filipendula vulgaris","",1322.91716418889,23.0661035194118,NA,0.141800948,295,NA,"6",0.778545454545455,"Herb",0.0889705882352941
"Foeniculum vulgare","Foeniculum vulgare","",1801.9,17.6815,NA,1.0624,234.5,NA,"7",6.62325,"Herb",0.652333333333333
"Fragaria","Fragaria vesca","",2169.728,22.4567913021053,NA,0.132861162,369.0740697,19.59732,"5",0.33511444,"Forb_herb",0.167083333333333
"Fragaria vesca","Fragaria vesca","",2169.728,22.4567913021053,NA,0.132861162,369.0740697,19.59732,"5",0.33511444,"Forb_herb",0.167083333333333
"Fragaria x ananassa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus","Fraxinus angustifolia_Fraxinus excelsior_Fraxinus ornus","",1753.75221966206,13.8030371647825,10.9178,NA,333.649520244898,27.9333333333333,"4_8",45.5051922690059,"Tree",13.2275
"Fraxinus angustifolia","Fraxinus angustifolia","",437.5,13.8445953367619,11.0384,NA,NA,27.9,"8",49.6825,"Tree",NA
"Fraxinus excelsior","Fraxinus excelsior","",1406.55714285714,12.4712907445062,10.33,NA,256.5,27.9666666666667,"4",64.4747434736842,"Tree",19.955
"Fraxinus ornus","Fraxinus ornus","",3417.19951612903,15.0932254130794,11.385,NA,410.799040489796,NA,"4",22.3583333333333,"Tree",6.5
"Fumana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumana ericifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria","Fumaria agraria_Fumaria bastardii_Fumaria capreolata_Fumaria densiflora_Fumaria muralis_Fumaria officinalis_Fumaria parviflora_Fumaria rostellata_Fumaria schleicheri_Fumaria vaillantii","",476.0925,31.4762521645,NA,0.0165892015,151.69025,NA,"5_5_6_6",3.27875,"Herb",0.591358024691358
"Fumaria agraria","Fumaria agraria","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Fumaria bastardii","Fumaria bastardii","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",1
"Fumaria capreolata","Fumaria capreolata","",NA,NA,NA,NA,NA,NA,"5",4.015,"Herb",0.79
"Fumaria densiflora","Fumaria densiflora","",NA,NA,NA,NA,NA,NA,"",2.8,"Herb",1
"Fumaria gaillardotii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fumaria muralis","Fumaria muralis","",767,28.3,NA,0.02712561,195,NA,"6",3.088,"Herb",0.67
"Fumaria officinalis","Fumaria officinalis","",266,28.538008658,NA,0.007147196,133,NA,"5_6",3.212,"Herb",0.52
"Fumaria parviflora","Fumaria parviflora","",720.5,25.905,NA,0.02823,136.375,NA,"6",NA,"Herb",0.377222222222222
"Fumaria rostellata","Fumaria rostellata","",NA,NA,NA,NA,NA,NA,"6",NA,"Herb",0.275
"Fumaria schleicheri","Fumaria schleicheri","",NA,NA,NA,NA,NA,NA,"6",NA,"Herb",0.2
"Fumaria vaillantii","Fumaria vaillantii","",150.87,43.162,NA,0.003854,142.386,NA,"5",NA,"Herb",0.49
"Gagea minima","Gagea minima","",NA,NA,NA,NA,NA,NA,"3",NA,"Herb",0.12
"Gagea pratensis","Gagea pratensis","",NA,NA,NA,NA,NA,NA,"3",NA,"",0.14
"Gagea villosa","Gagea villosa","",NA,NA,NA,NA,NA,NA,"3",NA,"",NA
"Galactites tomentosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galatella sedifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galega officinalis","Galega officinalis","",8986,44.331,NA,0.22523,128.331,NA,"6",6.992,"Herb_shrub",0.9
"Galega orientalis","Galega orientalis","",NA,NA,NA,NA,NA,NA,"",7.5,"",NA
"Galeopsis","Galeopsis angustifolia_Galeopsis bifida_Galeopsis ladanum_Galeopsis pubescens_Galeopsis segetum_Galeopsis speciosa_Galeopsis tetrahit","",1438.725,35.1260582010582,NA,0.0400999830277778,193.21069047619,NA,"6_7",3.38625,"Forb_herb_Herb",0.396428571428571
"Galeopsis angustifolia","Galeopsis angustifolia","",161.5,18.1785714285714,NA,0.00521697816666667,304.507142857143,NA,"6",1.42,"",0.334375
"Galeopsis bifida","Galeopsis bifida","",NA,NA,NA,NA,NA,NA,"6",3.465,"Herb",0.41875
"Galeopsis ladanum","Galeopsis ladanum","",408.875,18.875,NA,0.026058,195.043,NA,"6",NA,"Herb",0.45
"Galeopsis pubescens","Galeopsis pubescens","",NA,66.286,NA,0.009622,167.076,NA,"7",NA,"",0.35
"Galeopsis segetum","Galeopsis segetum","",1167.25,39.699,NA,0.029967,151.638,NA,"6",NA,"",0.2875
"Galeopsis speciosa","Galeopsis speciosa","",3066,35.1,NA,0.087456063,165,NA,"6",4.23,"Herb",0.484375
"Galeopsis tetrahit","Galeopsis tetrahit","",2390,32.6177777777778,NA,0.082279857,176,NA,"6",4.43,"Forb_herb",0.45
"Galinsoga","Galinsoga parviflora_Galinsoga quadriradiata","",818.6075,38.3704761904762,NA,0.0184797386363636,191.071,NA,"5_5_7",0.21125,"Herb",0.332857142857143
"Galinsoga parviflora","Galinsoga parviflora","",535.215,40.3142857142857,NA,0.01368,248.647,NA,"5",0.18,"Herb",0.341428571428571
"Galinsoga quadriradiata","Galinsoga quadriradiata","",1102,36.4266666666667,NA,0.0232794772727273,133.495,NA,"5_7",0.2425,"Herb",0.324285714285714
"Galium","Galium album_Galium aparine_Galium mollugo_Galium murale_Galium odoratum_Galium palustre_Galium parisiense_Galium pumilum_Galium rotundifolium_Galium spurium_Galium tricornutum_Galium uliginosum_Galium verrucosum_Galium verum","White",201.949522912435,39.2156387441748,17.3609074166667,0.00394995971989122,196.723161287269,24.61697115,"5_5_6_6_7",2.05230979060489,"Climber_herb_Climbing herb_herb_Forb_herb_Forb_herb_liana*_Herb",0.357857673768248
"Galium album","Galium album","",242.630465116279,43.6879053488372,NA,0.00509653846153846,169.708,NA,"6",0.6,"",0.661219512195122
"Galium aparine","Galium aparine","White",128.94239852,33.0207584241613,18.70786135,0.005695811,142.943029485714,30.9703453,"5_6",9.92278709523809,"Forb_herb_liana*",0.724702416666667
"Galium cinereum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium corrudifolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium elongatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Galium mollugo","Galium mollugo","",191.588181818182,34.4284385921088,NA,0.00503418346153846,187.426969690909,NA,"5",0.694432432432432,"Herb",0.529878048780488
"Galium murale","Galium murale","",8.3,78.3,NA,NA,NA,NA,"",0.08,"Herb",0.12
"Galium odoratum","Galium odoratum","",361,61.5157142857143,NA,0.013636026,243,NA,"5",5.35,"Herb",0.225
"Galium palustre","Galium palustre","",32.5,33.7345,NA,0.0007408705,183.015,NA,"5",0.91,"Forb_herb",0.455357142857143
"Galium parisiense","Galium parisiense","",13.6,22.4247341338182,17.4354839,0.000609,201.22,NA,"6",0.1665,"Herb",0.224583333333333
"Galium pumilum","Galium pumilum","",NA,38.538,NA,NA,NA,NA,"7",NA,"Herb",0.2675
"Galium rotundifolium","Galium rotundifolium","",110,49.8255328057143,NA,0.002124,143.308,NA,"5_6",NA,"Herb",0.15
"Galium spurium","Galium spurium","",NA,NA,NA,NA,NA,NA,"5",1.94,"Climbing herb_herb",0.532
"Galium tricornutum","Galium tricornutum","",97.25,23.002,NA,0.00466,203.014,NA,"7",NA,"Climber_herb",0.481428571428571
"Galium uliginosum","Galium uliginosum","",13,37.0542105263158,NA,0.000417155111111111,252.721111111111,NA,"6",0.35,"Herb",0.2875
"Galium verrucosum","Galium verrucosum","",57.25,20.088,NA,0.002354,180.872,NA,"6",NA,"Herb",0.106428571428571
"Galium verum","Galium verum","",1167.33322949475,34.1835095576023,15.939377,0.00308197238461538,256.726663872222,18.263597,"6",0.509378378378378,"Forb_herb",0.244409836065574
"Galium verum subsp. verum","Galium verum","",1167.33322949475,34.1835095576023,15.939377,0.00308197238461538,256.726663872222,18.263597,"6",0.509378378378378,"Forb_herb",0.244409836065574
"Gamochaeta antillana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gastridium ventricosum","Gastridium ventricosum","",132.115,NA,NA,0.005755,NA,NA,"",0.0475666666666667,"Herb",0.25
"Gaudinia fragilis","Gaudinia fragilis","",NA,NA,NA,NA,NA,NA,"6",1.97,"Herb",0.275
"Genista scorpius","Genista scorpius","",NA,NA,NA,NA,NA,NA,"",NA,"Shrub",NA
"Genista sphaerocarpa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geraniaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geranium","Geranium columbinum_Geranium dissectum_Geranium molle_Geranium palustre_Geranium phaeum_Geranium pratense_Geranium purpureum_Geranium pusillum_Geranium pyrenaicum_Geranium robertianum_Geranium rotundifolium","",4372.76886851852,27.7645833104935,NA,0.253416198031063,214.947146755093,25.7682,"5_6",2.91179978580247,"Forb_herb_Herb",0.308178446969697
"Geranium columbinum","Geranium columbinum","",560.5,27.45,NA,0.020377189,268,NA,"6",4.425,"Herb",0.2875
"Geranium dissectum","Geranium dissectum","",1071.49525,22.09254492,NA,0.0464757033333333,243.70910545,NA,"5",2.21200926666667,"Herb",0.276666666666667
"Geranium molle","Geranium molle","",705.40565,27.7800066666667,NA,0.026704987,186.666666666667,NA,"5",1.07183625,"Forb_herb",0.219
"Geranium palustre","Geranium palustre","",4514.75,20.47,NA,0.223512,223.638,NA,"6",NA,"",0.575
"Geranium phaeum","Geranium phaeum","",10610,35.709,NA,0.334244,150.968,NA,"5",4.5,"Herb",0.403125
"Geranium pratense","Geranium pratense","",13898.5,24.5129090745946,NA,1.3250064516129,240.893618966667,NA,"6",8.09,"Herb",0.361125
"Geranium purpureum","Geranium purpureum","",NA,NA,NA,NA,NA,NA,"5",1.87,"Herb",0.240625
"Geranium pusillum","Geranium pusillum","",1898.66666666667,26.883119102,NA,0.074342982,223.549603175,NA,"5",NA,"Herb",0.1818
"Geranium pyrenaicum","Geranium pyrenaicum","",4880,28.3785714285714,NA,0.1889,209,NA,"5",1.645,"Herb",0.390625
"Geranium robertianum","Geranium robertianum","",1215.60225,36.6050986026087,NA,0.0411824693333333,188.0993265375,25.7682,"5",1.00235255555556,"Forb_herb",0.27012125
"Geranium rotundifolium","Geranium rotundifolium","",NA,NA,NA,NA,NA,NA,"6",1.39,"Herb",0.184375
"Geropogon hybridus","Geropogon hybridus","",NA,NA,NA,NA,NA,NA,"",10.1,"Herb",NA
"Geum rivale","Geum rivale","Purple",6428,20.283677364,10.256,0.288087367,237,24.3,"4_5",1.11461538461538,"Herb",0.33125
"Geum urbanum","Geum urbanum","",3441,36.0021288313636,NA,0.151969389,308.86201775,NA,"5",1.75013333333333,"Forb_herb",0.352272727272727
"Gladiolus","Gladiolus illyricus_Gladiolus italicus","",NA,NA,NA,NA,NA,NA,"5",NA,"Herb",NA
"Gladiolus illyricus","Gladiolus illyricus","",NA,NA,NA,NA,NA,NA,"5",NA,"",NA
"Gladiolus italicus","Gladiolus italicus","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Glaucium corniculatum","Glaucium corniculatum","",NA,NA,NA,NA,NA,NA,"6",0.95,"Herb",0.325
"Glebionis coronaria","Glebionis coronaria","",NA,NA,NA,NA,NA,NA,"",1.6105,"Herb",NA
"Glebionis segetum","Glebionis segetum","",NA,NA,NA,NA,NA,NA,"7",NA,"Herb",NA
"Glechoma hederacea","Glechoma hederacea","",882,35.1604444414286,NA,0.0209567015,169.328641316667,NA,"4",0.69,"Forb_herb",0.2425
"Glechoma hirsuta","Glechoma hirsuta","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Gleditsia triacanthos","Gleditsia triacanthos","Yellow",274.9313,16.45942,NA,NA,NA,44.90345,"10_5_6",165.886215909091,"Tree",14.5272751627126
"Globularia bisnagarica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Glyceria","Glyceria declinata_Glyceria maxima","",5149.5,26.87404497625,NA,0.114163391555556,216.32,NA,"6_7",0.88,"Aquatic*_grass_herb_Herb",0.8825
"Glyceria declinata","Glyceria declinata","",436,33.96,NA,0.0116534673333333,164.333333333333,NA,"6",1.02,"Herb",0.29
"Glyceria maxima","Glyceria maxima","",9863,19.7880899525,NA,0.216673315777778,268.306666666667,NA,"7",0.74,"Aquatic*_grass_herb",1.475
"Glycine max","Glycine max","Purple",4411.4,21.2033,NA,NA,1.71,36.9333333333333,"",195.221615384615,"Herb_vine_vine*",0.1915
"Glycyrrhiza glabra","Glycyrrhiza glabra","",NA,NA,NA,NA,NA,NA,"",3.2,"Herb_shrub*",NA
"Gnaphalium","Gnaphalium uliginosum","",68.8125,37.931062924,NA,0.00186436781818182,158.699090909091,NA,"7",0.0165,"Herb",0.11875
"Gnaphalium uliginosum","Gnaphalium uliginosum","",68.8125,37.931062924,NA,0.00186436781818182,158.699090909091,NA,"7",0.0165,"Herb",0.11875
"Guizotia abyssinica","Guizotia abyssinica","",NA,NA,NA,NA,NA,NA,"9",2.78333333333333,"Herb",NA
"Gypsophila repens","Gypsophila repens","",55,15.232,NA,0.00393,153.464,NA,"5",0.83,"Herb",0.14
"Gypsophila vaccaria","Gypsophila vaccaria","",NA,NA,NA,NA,NA,NA,"6",5.89090909090909,"Herb",NA
"Hainardia cylindrica","Hainardia cylindrica","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Hedera","Hedera helix","",1698.9483,11.850317826087,NA,NA,253.777777777778,16.83582,"9",23.27036375,"Climber_forb_herb_liana_shrub_tree_vine_woody climber_woody vine",12.57559525
"Hedera helix","Hedera helix","",1698.9483,11.850317826087,NA,NA,253.777777777778,16.83582,"9",23.27036375,"Climber_forb_herb_liana_shrub_tree_vine_woody climber_woody vine",12.57559525
"Hedypnois rhagadioloides","Hedypnois rhagadioloides","",NA,NA,NA,NA,NA,NA,"",2.2686,"Herb",NA
"Helianthemum apenninum","Helianthemum apenninum","",NA,13.4,NA,NA,NA,NA,"5",1.27,"",0.14375
"Helianthemum hirtum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helianthemum salicifolium","Helianthemum salicifolium","",NA,NA,NA,NA,NA,NA,"",0.29,"",NA
"Helianthus","Helianthus annuus_Helianthus tuberosus","Yellow",12352.3633333333,20.3497198280869,9.17466666666667,0.56163575,85.056875,26.90296875,"10_8_7_8",25.3333160377358,"Herb_Herb_shrub*",1.13390178571429
"Helianthus annuus","Helianthus annuus","Yellow",5126.22666666667,7.16943965617385,9.17466666666667,0.5031875,43.18375,26.90296875,"7_8",48.6666320754717,"Herb_shrub*",0.517803571428571
"Helianthus petiolaris canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helianthus tuberosus","Helianthus tuberosus","Yellow",19578.5,33.53,NA,0.620084,126.93,NA,"10_8",2,"Herb",1.75
"Helichrysum arenarium","Helichrysum arenarium","",404.5,18.916,NA,0.023478,225.592,NA,"7",NA,"Herb",0.2
"Helichrysum italicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helictochloa","Helictochloa bromoides_Helictochloa pratensis","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb_Herb",NA
"Helictochloa bromoides","Helictochloa bromoides","",NA,NA,NA,NA,NA,NA,"",NA,"Grass_herb",NA
"Helictochloa pratensis","Helictochloa pratensis","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Heliotropium europaeum","Heliotropium europaeum","",NA,NA,NA,NA,NA,NA,"7",0.8,"Herb",0.2
"Helleborus foetidus","Helleborus foetidus","",1330.797,125.172695945695,9.772,0.0312164779874214,171.245833333333,16.6,"3",12.0918041237113,"Herb_shrub",0.341666666666667
"Helleborus purpurascens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helminthotheca comosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Helminthotheca echioides","Helminthotheca echioides","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Helosciadium nodiflorum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heracleum","Heracleum sphondylium","",81950.6666666667,21.473155992,NA,3.950459857,220,46.43575,"6",7.7147,"Forb_herb",1.35625
"Heracleum sphondylium","Heracleum sphondylium","",81950.6666666667,21.473155992,NA,3.950459857,220,46.43575,"6",7.7147,"Forb_herb",1.35625
"Herniaria","Herniaria cinerea_Herniaria glabra_Herniaria hirsuta","",10.8375,25.8822012987143,NA,0.000377666666666667,200.902,NA,"6_7",0.50525,"Herb",0.0933482142857143
"Herniaria cinerea","Herniaria cinerea","",NA,NA,NA,NA,NA,NA,"",NA,"Herb",NA
"Herniaria glabra","Herniaria glabra","",7.55,25.2174025974286,NA,0.000242,190.872,NA,"6",0.08,"Herb",0.093125
"Herniaria hirsuta","Herniaria hirsuta","",14.125,26.547,NA,0.000513333333333333,210.932,NA,"7",0.9305,"Herb",0.0935714285714286
"Herniaria lusitanica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hibiscus trionum","Hibiscus trionum","",NA,NA,NA,NA,NA,18.7,"6_7",3,"Herb",0.325
"Hieracium","Hieracium lachenalii_Hieracium umbellatum","",892.86701995,22.9917237186364,NA,0.0454284388333333,166.41,NA,"6_7",0.65,"Herb",0.4625
"Hieracium lachenalii","Hieracium lachenalii","",1112.75,25.645,NA,0.0448686666666667,163.412,NA,"6",NA,"Herb",0.5
